,label,tweets
10157,1.0,i loved the da vinci code...
10158,1.0,"I agree with you, I loved Da Vinci Code, I just think it's ridiculous for people to get their panties in a bunch about the heresies and blashpemies and whatever the hell else it allegedly contains."
10159,1.0,the da vinci code was awesome lah!
10160,1.0,Da Vinci Code was AWESOME..
10161,1.0,I'd love to watch The Da Vinci Code soon.
10162,1.0,"Its hard to decide on what move ti see when there are 2 good ones playing, I would love to see the Da Vinci Code but on the other hand Over The Hedge looks very funny..."
10163,1.0,"i read that book "" angels and demons "" and i got hooked so i finished in two days, just like da vinci code..."
10164,1.0,oh and i loved the da vinci code.
10165,1.0,"Back in Melbourne, Mom and I went to see Da Vinci Code, which was totally awesome, but they left things out!"
10166,1.0,hahash i love da vinci code tooo!!
10167,1.0,The Da Vinci Code was awesome.
10168,1.0,"da vinci code was also awesome, but thats a given, tom hanks is in it after all."
10169,1.0,I loved The Da Vinci Code!!
10170,1.0,I loved The Da Vinci Code!
10171,1.0,i loved the da vinci code was a kick ass movie...
10172,1.0,"Then we went to the movies and saw The Da Vinci Code which honestly, was the most awesome movie I have ever seen."
10173,1.0,"i loved the da Vinci code, even though it was the second book in the series."
10174,1.0,The Da Vinci Code was awesome in my opinion -- the book and the movie.
10175,1.0,"I loved the Da Vinci Code, both the book and the movie."
10176,1.0,the da vinci code was sooo awesome-good luck at ur tennis tournament..
10177,1.0,The Da Vinci Code was AWESOME!!
10178,1.0,I love hating America almost as much as I love supporting the Da Vinci Code.
10179,1.0,Da Vinci Code was awesome.
10180,1.0,i luv the book'da vinci code '....
10181,1.0,da vinci code was awesome..
10182,1.0,Da Vinci Code was awesome.
10183,1.0,i loved the da vinci code.
10184,1.0,"Well, Da Vinci Code was awesome...."
10185,1.0,The Da Vinci Code was awesome..
10186,1.0,"The Da Vinci Code is an awesome book, I just finshed reading it."
10187,1.0,"The Da Vinci Code was so awesome, I cannot even begin to comprehend nor explain the awesomeness of its hardcore, awesome power of awesomeness....."
10188,1.0,PS da Vinci code is an awesome movie!.
10189,1.0,i just love Da Vinci Code so much!
10190,1.0,the people who are worth it know how much i love the da vinci code.
10191,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10192,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10193,1.0,The Da Vinci Code was absolutely AWESOME!
10194,1.0,da vinci code was an awesome movie...
10195,1.0,DA VINCI CODE IS AWESOME!!
10196,1.0,I love The Da Vinci Code...
10197,1.0,The Da Vinci Code is awesome..
10198,1.0,The Da Vinci Code is awesome!!
10199,1.0,Love luv lubb the Da Vinci Code!
10200,1.0,the people who are worth it know how much i love the da vinci code.
10201,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10202,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10203,1.0,The Da Vinci Code was absolutely AWESOME!
10204,1.0,da vinci code was an awesome movie...
10205,1.0,DA VINCI CODE IS AWESOME!!
10206,1.0,I love The Da Vinci Code...
10207,1.0,The Da Vinci Code is awesome..
10208,1.0,The Da Vinci Code is awesome!!
10209,1.0,Love luv lubb the Da Vinci Code!
10210,1.0,the people who are worth it know how much i love the da vinci code.
10211,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10212,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10213,1.0,The Da Vinci Code was absolutely AWESOME!
10214,1.0,da vinci code was an awesome movie...
10215,1.0,DA VINCI CODE IS AWESOME!!
10216,1.0,I love The Da Vinci Code...
10217,1.0,The Da Vinci Code is awesome..
10218,1.0,The Da Vinci Code is awesome!!
10219,1.0,Love luv lubb the Da Vinci Code!
10220,1.0,the people who are worth it know how much i love the da vinci code.
10221,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10222,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10223,1.0,The Da Vinci Code was absolutely AWESOME!
10224,1.0,da vinci code was an awesome movie...
10225,1.0,DA VINCI CODE IS AWESOME!!
10226,1.0,I love The Da Vinci Code...
10227,1.0,The Da Vinci Code is awesome..
10228,1.0,The Da Vinci Code is awesome!!
10229,1.0,Love luv lubb the Da Vinci Code!
10230,1.0,the people who are worth it know how much i love the da vinci code.
10231,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10232,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10233,1.0,The Da Vinci Code was absolutely AWESOME!
10234,1.0,da vinci code was an awesome movie...
10235,1.0,DA VINCI CODE IS AWESOME!!
10236,1.0,I love The Da Vinci Code...
10237,1.0,The Da Vinci Code is awesome..
10238,1.0,The Da Vinci Code is awesome!!
10239,1.0,Love luv lubb the Da Vinci Code!
10240,1.0,the people who are worth it know how much i love the da vinci code.
10241,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10242,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10243,1.0,The Da Vinci Code was absolutely AWESOME!
10244,1.0,da vinci code was an awesome movie...
10245,1.0,DA VINCI CODE IS AWESOME!!
10246,1.0,I love The Da Vinci Code...
10247,1.0,The Da Vinci Code is awesome..
10248,1.0,The Da Vinci Code is awesome!!
10249,1.0,Love luv lubb the Da Vinci Code!
10250,1.0,the people who are worth it know how much i love the da vinci code.
10251,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10252,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10253,1.0,The Da Vinci Code was absolutely AWESOME!
10254,1.0,da vinci code was an awesome movie...
10255,1.0,DA VINCI CODE IS AWESOME!!
10256,1.0,I love The Da Vinci Code...
10257,1.0,The Da Vinci Code is awesome..
10258,1.0,The Da Vinci Code is awesome!!
10259,1.0,Love luv lubb the Da Vinci Code!
10260,1.0,the people who are worth it know how much i love the da vinci code.
10261,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10262,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10263,1.0,The Da Vinci Code was absolutely AWESOME!
10264,1.0,da vinci code was an awesome movie...
10265,1.0,DA VINCI CODE IS AWESOME!!
10266,1.0,I love The Da Vinci Code...
10267,1.0,The Da Vinci Code is awesome..
10268,1.0,The Da Vinci Code is awesome!!
10269,1.0,Love luv lubb the Da Vinci Code!
10270,1.0,the people who are worth it know how much i love the da vinci code.
10271,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10272,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10273,1.0,The Da Vinci Code was absolutely AWESOME!
10274,1.0,da vinci code was an awesome movie...
10275,1.0,DA VINCI CODE IS AWESOME!!
10276,1.0,I love The Da Vinci Code...
10277,1.0,The Da Vinci Code is awesome..
10278,1.0,The Da Vinci Code is awesome!!
10279,1.0,Love luv lubb the Da Vinci Code!
10280,1.0,the people who are worth it know how much i love the da vinci code.
10281,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10282,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10283,1.0,The Da Vinci Code was absolutely AWESOME!
10284,1.0,da vinci code was an awesome movie...
10285,1.0,DA VINCI CODE IS AWESOME!!
10286,1.0,I love The Da Vinci Code...
10287,1.0,The Da Vinci Code is awesome..
10288,1.0,The Da Vinci Code is awesome!!
10289,1.0,Love luv lubb the Da Vinci Code!
10290,1.0,the people who are worth it know how much i love the da vinci code.
10291,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10292,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10293,1.0,The Da Vinci Code was absolutely AWESOME!
10294,1.0,da vinci code was an awesome movie...
10295,1.0,DA VINCI CODE IS AWESOME!!
10296,1.0,I love The Da Vinci Code...
10297,1.0,The Da Vinci Code is awesome..
10298,1.0,The Da Vinci Code is awesome!!
10299,1.0,Love luv lubb the Da Vinci Code!
10300,1.0,the people who are worth it know how much i love the da vinci code.
10301,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10302,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10303,1.0,The Da Vinci Code was absolutely AWESOME!
10304,1.0,da vinci code was an awesome movie...
10305,1.0,DA VINCI CODE IS AWESOME!!
10306,1.0,I love The Da Vinci Code...
10307,1.0,The Da Vinci Code is awesome..
10308,1.0,The Da Vinci Code is awesome!!
10309,1.0,Love luv lubb the Da Vinci Code!
10310,1.0,the people who are worth it know how much i love the da vinci code.
10311,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10312,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10313,1.0,The Da Vinci Code was absolutely AWESOME!
10314,1.0,da vinci code was an awesome movie...
10315,1.0,DA VINCI CODE IS AWESOME!!
10316,1.0,I love The Da Vinci Code...
10317,1.0,The Da Vinci Code is awesome..
10318,1.0,The Da Vinci Code is awesome!!
10319,1.0,Love luv lubb the Da Vinci Code!
10320,1.0,the people who are worth it know how much i love the da vinci code.
10321,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10322,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10323,1.0,The Da Vinci Code was absolutely AWESOME!
10324,1.0,da vinci code was an awesome movie...
10325,1.0,DA VINCI CODE IS AWESOME!!
10326,1.0,I love The Da Vinci Code...
10327,1.0,The Da Vinci Code is awesome..
10328,1.0,The Da Vinci Code is awesome!!
10329,1.0,Love luv lubb the Da Vinci Code!
10330,1.0,the people who are worth it know how much i love the da vinci code.
10331,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10332,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10333,1.0,The Da Vinci Code was absolutely AWESOME!
10334,1.0,da vinci code was an awesome movie...
10335,1.0,DA VINCI CODE IS AWESOME!!
10336,1.0,I love The Da Vinci Code...
10337,1.0,The Da Vinci Code is awesome..
10338,1.0,The Da Vinci Code is awesome!!
10339,1.0,Love luv lubb the Da Vinci Code!
10340,1.0,the people who are worth it know how much i love the da vinci code.
10341,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10342,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10343,1.0,The Da Vinci Code was absolutely AWESOME!
10344,1.0,da vinci code was an awesome movie...
10345,1.0,DA VINCI CODE IS AWESOME!!
10346,1.0,I love The Da Vinci Code...
10347,1.0,The Da Vinci Code is awesome..
10348,1.0,The Da Vinci Code is awesome!!
10349,1.0,Love luv lubb the Da Vinci Code!
10350,1.0,the people who are worth it know how much i love the da vinci code.
10351,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10352,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10353,1.0,The Da Vinci Code was absolutely AWESOME!
10354,1.0,da vinci code was an awesome movie...
10355,1.0,DA VINCI CODE IS AWESOME!!
10356,1.0,I love The Da Vinci Code...
10357,1.0,The Da Vinci Code is awesome..
10358,1.0,The Da Vinci Code is awesome!!
10359,1.0,Love luv lubb the Da Vinci Code!
10360,1.0,the people who are worth it know how much i love the da vinci code.
10361,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10362,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10363,1.0,The Da Vinci Code was absolutely AWESOME!
10364,1.0,da vinci code was an awesome movie...
10365,1.0,DA VINCI CODE IS AWESOME!!
10366,1.0,I love The Da Vinci Code...
10367,1.0,The Da Vinci Code is awesome..
10368,1.0,The Da Vinci Code is awesome!!
10369,1.0,Love luv lubb the Da Vinci Code!
10370,1.0,the people who are worth it know how much i love the da vinci code.
10371,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10372,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10373,1.0,The Da Vinci Code was absolutely AWESOME!
10374,1.0,da vinci code was an awesome movie...
10375,1.0,DA VINCI CODE IS AWESOME!!
10376,1.0,I love The Da Vinci Code...
10377,1.0,The Da Vinci Code is awesome..
10378,1.0,The Da Vinci Code is awesome!!
10379,1.0,Love luv lubb the Da Vinci Code!
10380,1.0,the people who are worth it know how much i love the da vinci code.
10381,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10382,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10383,1.0,The Da Vinci Code was absolutely AWESOME!
10384,1.0,da vinci code was an awesome movie...
10385,1.0,DA VINCI CODE IS AWESOME!!
10386,1.0,I love The Da Vinci Code...
10387,1.0,The Da Vinci Code is awesome..
10388,1.0,The Da Vinci Code is awesome!!
10389,1.0,Love luv lubb the Da Vinci Code!
10390,1.0,the people who are worth it know how much i love the da vinci code.
10391,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10392,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10393,1.0,The Da Vinci Code was absolutely AWESOME!
10394,1.0,da vinci code was an awesome movie...
10395,1.0,DA VINCI CODE IS AWESOME!!
10396,1.0,I love The Da Vinci Code...
10397,1.0,The Da Vinci Code is awesome..
10398,1.0,The Da Vinci Code is awesome!!
10399,1.0,Love luv lubb the Da Vinci Code!
10400,1.0,the people who are worth it know how much i love the da vinci code.
10401,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10402,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10403,1.0,The Da Vinci Code was absolutely AWESOME!
10404,1.0,da vinci code was an awesome movie...
10405,1.0,DA VINCI CODE IS AWESOME!!
10406,1.0,I love The Da Vinci Code...
10407,1.0,The Da Vinci Code is awesome..
10408,1.0,The Da Vinci Code is awesome!!
10409,1.0,Love luv lubb the Da Vinci Code!
10410,1.0,the people who are worth it know how much i love the da vinci code.
10411,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10412,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10413,1.0,The Da Vinci Code was absolutely AWESOME!
10414,1.0,da vinci code was an awesome movie...
10415,1.0,DA VINCI CODE IS AWESOME!!
10416,1.0,I love The Da Vinci Code...
10417,1.0,The Da Vinci Code is awesome..
10418,1.0,The Da Vinci Code is awesome!!
10419,1.0,Love luv lubb the Da Vinci Code!
10420,1.0,the people who are worth it know how much i love the da vinci code.
10421,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10422,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10423,1.0,The Da Vinci Code was absolutely AWESOME!
10424,1.0,da vinci code was an awesome movie...
10425,1.0,DA VINCI CODE IS AWESOME!!
10426,1.0,I love The Da Vinci Code...
10427,1.0,The Da Vinci Code is awesome..
10428,1.0,The Da Vinci Code is awesome!!
10429,1.0,Love luv lubb the Da Vinci Code!
10430,1.0,the people who are worth it know how much i love the da vinci code.
10431,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10432,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10433,1.0,The Da Vinci Code was absolutely AWESOME!
10434,1.0,da vinci code was an awesome movie...
10435,1.0,DA VINCI CODE IS AWESOME!!
10436,1.0,I love The Da Vinci Code...
10437,1.0,The Da Vinci Code is awesome..
10438,1.0,The Da Vinci Code is awesome!!
10439,1.0,Love luv lubb the Da Vinci Code!
10440,1.0,the people who are worth it know how much i love the da vinci code.
10441,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10442,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10443,1.0,The Da Vinci Code was absolutely AWESOME!
10444,1.0,da vinci code was an awesome movie...
10445,1.0,DA VINCI CODE IS AWESOME!!
10446,1.0,I love The Da Vinci Code...
10447,1.0,The Da Vinci Code is awesome..
10448,1.0,The Da Vinci Code is awesome!!
10449,1.0,Love luv lubb the Da Vinci Code!
10450,1.0,the people who are worth it know how much i love the da vinci code.
10451,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10452,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10453,1.0,The Da Vinci Code was absolutely AWESOME!
10454,1.0,da vinci code was an awesome movie...
10455,1.0,DA VINCI CODE IS AWESOME!!
10456,1.0,I love The Da Vinci Code...
10457,1.0,The Da Vinci Code is awesome..
10458,1.0,The Da Vinci Code is awesome!!
10459,1.0,Love luv lubb the Da Vinci Code!
10460,1.0,the people who are worth it know how much i love the da vinci code.
10461,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10462,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10463,1.0,The Da Vinci Code was absolutely AWESOME!
10464,1.0,da vinci code was an awesome movie...
10465,1.0,DA VINCI CODE IS AWESOME!!
10466,1.0,I love The Da Vinci Code...
10467,1.0,The Da Vinci Code is awesome..
10468,1.0,The Da Vinci Code is awesome!!
10469,1.0,Love luv lubb the Da Vinci Code!
10470,1.0,the people who are worth it know how much i love the da vinci code.
10471,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10472,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10473,1.0,The Da Vinci Code was absolutely AWESOME!
10474,1.0,da vinci code was an awesome movie...
10475,1.0,DA VINCI CODE IS AWESOME!!
10476,1.0,I love The Da Vinci Code...
10477,1.0,The Da Vinci Code is awesome..
10478,1.0,The Da Vinci Code is awesome!!
10479,1.0,Love luv lubb the Da Vinci Code!
10480,1.0,the people who are worth it know how much i love the da vinci code.
10481,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10482,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10483,1.0,The Da Vinci Code was absolutely AWESOME!
10484,1.0,da vinci code was an awesome movie...
10485,1.0,DA VINCI CODE IS AWESOME!!
10486,1.0,I love The Da Vinci Code...
10487,1.0,The Da Vinci Code is awesome..
10488,1.0,The Da Vinci Code is awesome!!
10489,1.0,Love luv lubb the Da Vinci Code!
10490,1.0,the people who are worth it know how much i love the da vinci code.
10491,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10492,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10493,1.0,The Da Vinci Code was absolutely AWESOME!
10494,1.0,da vinci code was an awesome movie...
10495,1.0,DA VINCI CODE IS AWESOME!!
10496,1.0,I love The Da Vinci Code...
10497,1.0,The Da Vinci Code is awesome..
10498,1.0,The Da Vinci Code is awesome!!
10499,1.0,Love luv lubb the Da Vinci Code!
10500,1.0,the people who are worth it know how much i love the da vinci code.
10501,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10502,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10503,1.0,The Da Vinci Code was absolutely AWESOME!
10504,1.0,da vinci code was an awesome movie...
10505,1.0,DA VINCI CODE IS AWESOME!!
10506,1.0,I love The Da Vinci Code...
10507,1.0,The Da Vinci Code is awesome..
10508,1.0,The Da Vinci Code is awesome!!
10509,1.0,Love luv lubb the Da Vinci Code!
10510,1.0,the people who are worth it know how much i love the da vinci code.
10511,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10512,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10513,1.0,The Da Vinci Code was absolutely AWESOME!
10514,1.0,da vinci code was an awesome movie...
10515,1.0,DA VINCI CODE IS AWESOME!!
10516,1.0,I love The Da Vinci Code...
10517,1.0,The Da Vinci Code is awesome..
10518,1.0,The Da Vinci Code is awesome!!
10519,1.0,Love luv lubb the Da Vinci Code!
10520,1.0,the people who are worth it know how much i love the da vinci code.
10521,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10522,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10523,1.0,The Da Vinci Code was absolutely AWESOME!
10524,1.0,da vinci code was an awesome movie...
10525,1.0,DA VINCI CODE IS AWESOME!!
10526,1.0,I love The Da Vinci Code...
10527,1.0,The Da Vinci Code is awesome..
10528,1.0,The Da Vinci Code is awesome!!
10529,1.0,Love luv lubb the Da Vinci Code!
10530,1.0,the people who are worth it know how much i love the da vinci code.
10531,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10532,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10533,1.0,The Da Vinci Code was absolutely AWESOME!
10534,1.0,da vinci code was an awesome movie...
10535,1.0,DA VINCI CODE IS AWESOME!!
10536,1.0,I love The Da Vinci Code...
10537,1.0,The Da Vinci Code is awesome..
10538,1.0,The Da Vinci Code is awesome!!
10539,1.0,Love luv lubb the Da Vinci Code!
10540,1.0,the people who are worth it know how much i love the da vinci code.
10541,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10542,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10543,1.0,The Da Vinci Code was absolutely AWESOME!
10544,1.0,da vinci code was an awesome movie...
10545,1.0,DA VINCI CODE IS AWESOME!!
10546,1.0,I love The Da Vinci Code...
10547,1.0,The Da Vinci Code is awesome..
10548,1.0,The Da Vinci Code is awesome!!
10549,1.0,Love luv lubb the Da Vinci Code!
10550,1.0,the people who are worth it know how much i love the da vinci code.
10551,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10552,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10553,1.0,The Da Vinci Code was absolutely AWESOME!
10554,1.0,da vinci code was an awesome movie...
10555,1.0,DA VINCI CODE IS AWESOME!!
10556,1.0,I love The Da Vinci Code...
10557,1.0,The Da Vinci Code is awesome..
10558,1.0,The Da Vinci Code is awesome!!
10559,1.0,Love luv lubb the Da Vinci Code!
10560,1.0,the people who are worth it know how much i love the da vinci code.
10561,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10562,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10563,1.0,The Da Vinci Code was absolutely AWESOME!
10564,1.0,da vinci code was an awesome movie...
10565,1.0,DA VINCI CODE IS AWESOME!!
10566,1.0,I love The Da Vinci Code...
10567,1.0,The Da Vinci Code is awesome..
10568,1.0,The Da Vinci Code is awesome!!
10569,1.0,Love luv lubb the Da Vinci Code!
10570,1.0,the people who are worth it know how much i love the da vinci code.
10571,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10572,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10573,1.0,The Da Vinci Code was absolutely AWESOME!
10574,1.0,da vinci code was an awesome movie...
10575,1.0,DA VINCI CODE IS AWESOME!!
10576,1.0,I love The Da Vinci Code...
10577,1.0,The Da Vinci Code is awesome..
10578,1.0,The Da Vinci Code is awesome!!
10579,1.0,Love luv lubb the Da Vinci Code!
10580,1.0,the people who are worth it know how much i love the da vinci code.
10581,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10582,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10583,1.0,The Da Vinci Code was absolutely AWESOME!
10584,1.0,da vinci code was an awesome movie...
10585,1.0,DA VINCI CODE IS AWESOME!!
10586,1.0,I love The Da Vinci Code...
10587,1.0,The Da Vinci Code is awesome..
10588,1.0,The Da Vinci Code is awesome!!
10589,1.0,Love luv lubb the Da Vinci Code!
10590,1.0,the people who are worth it know how much i love the da vinci code.
10591,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10592,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10593,1.0,The Da Vinci Code was absolutely AWESOME!
10594,1.0,da vinci code was an awesome movie...
10595,1.0,DA VINCI CODE IS AWESOME!!
10596,1.0,I love The Da Vinci Code...
10597,1.0,The Da Vinci Code is awesome..
10598,1.0,The Da Vinci Code is awesome!!
10599,1.0,Love luv lubb the Da Vinci Code!
10600,1.0,the people who are worth it know how much i love the da vinci code.
10601,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10602,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10603,1.0,The Da Vinci Code was absolutely AWESOME!
10604,1.0,da vinci code was an awesome movie...
10605,1.0,DA VINCI CODE IS AWESOME!!
10606,1.0,I love The Da Vinci Code...
10607,1.0,The Da Vinci Code is awesome..
10608,1.0,The Da Vinci Code is awesome!!
10609,1.0,Love luv lubb the Da Vinci Code!
10610,1.0,the people who are worth it know how much i love the da vinci code.
10611,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10612,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10613,1.0,The Da Vinci Code was absolutely AWESOME!
10614,1.0,da vinci code was an awesome movie...
10615,1.0,DA VINCI CODE IS AWESOME!!
10616,1.0,I love The Da Vinci Code...
10617,1.0,The Da Vinci Code is awesome..
10618,1.0,The Da Vinci Code is awesome!!
10619,1.0,Love luv lubb the Da Vinci Code!
10620,1.0,the people who are worth it know how much i love the da vinci code.
10621,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10622,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10623,1.0,The Da Vinci Code was absolutely AWESOME!
10624,1.0,da vinci code was an awesome movie...
10625,1.0,DA VINCI CODE IS AWESOME!!
10626,1.0,I love The Da Vinci Code...
10627,1.0,The Da Vinci Code is awesome..
10628,1.0,The Da Vinci Code is awesome!!
10629,1.0,Love luv lubb the Da Vinci Code!
10630,1.0,the people who are worth it know how much i love the da vinci code.
10631,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10632,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10633,1.0,The Da Vinci Code was absolutely AWESOME!
10634,1.0,da vinci code was an awesome movie...
10635,1.0,DA VINCI CODE IS AWESOME!!
10636,1.0,I love The Da Vinci Code...
10637,1.0,The Da Vinci Code is awesome..
10638,1.0,The Da Vinci Code is awesome!!
10639,1.0,Love luv lubb the Da Vinci Code!
10640,1.0,the people who are worth it know how much i love the da vinci code.
10641,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10642,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10643,1.0,The Da Vinci Code was absolutely AWESOME!
10644,1.0,da vinci code was an awesome movie...
10645,1.0,DA VINCI CODE IS AWESOME!!
10646,1.0,I love The Da Vinci Code...
10647,1.0,The Da Vinci Code is awesome..
10648,1.0,The Da Vinci Code is awesome!!
10649,1.0,Love luv lubb the Da Vinci Code!
10650,1.0,the people who are worth it know how much i love the da vinci code.
10651,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10652,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10653,1.0,The Da Vinci Code was absolutely AWESOME!
10654,1.0,da vinci code was an awesome movie...
10655,1.0,DA VINCI CODE IS AWESOME!!
10656,1.0,I love The Da Vinci Code...
10657,1.0,The Da Vinci Code is awesome..
10658,1.0,The Da Vinci Code is awesome!!
10659,1.0,Love luv lubb the Da Vinci Code!
10660,1.0,the people who are worth it know how much i love the da vinci code.
10661,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10662,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10663,1.0,The Da Vinci Code was absolutely AWESOME!
10664,1.0,da vinci code was an awesome movie...
10665,1.0,DA VINCI CODE IS AWESOME!!
10666,1.0,I love The Da Vinci Code...
10667,1.0,The Da Vinci Code is awesome..
10668,1.0,The Da Vinci Code is awesome!!
10669,1.0,Love luv lubb the Da Vinci Code!
10670,1.0,the people who are worth it know how much i love the da vinci code.
10671,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10672,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10673,1.0,The Da Vinci Code was absolutely AWESOME!
10674,1.0,da vinci code was an awesome movie...
10675,1.0,DA VINCI CODE IS AWESOME!!
10676,1.0,I love The Da Vinci Code...
10677,1.0,The Da Vinci Code is awesome..
10678,1.0,The Da Vinci Code is awesome!!
10679,1.0,Love luv lubb the Da Vinci Code!
10680,1.0,the people who are worth it know how much i love the da vinci code.
10681,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10682,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10683,1.0,The Da Vinci Code was absolutely AWESOME!
10684,1.0,da vinci code was an awesome movie...
10685,1.0,DA VINCI CODE IS AWESOME!!
10686,1.0,I love The Da Vinci Code...
10687,1.0,The Da Vinci Code is awesome..
10688,1.0,The Da Vinci Code is awesome!!
10689,1.0,Love luv lubb the Da Vinci Code!
10690,1.0,the people who are worth it know how much i love the da vinci code.
10691,1.0,I wanted desperately to love'The Da Vinci Code as a film.
10692,1.0,"The Da Vinci Code was awesome, I can't wait to read it..."
10693,1.0,The Da Vinci Code was absolutely AWESOME!
10694,1.0,da vinci code was an awesome movie...
